localarea,Adult Retail Store *Historic*,Adult Services,Amusement Park,Animal Services,Architectural and Engineering Services,Artist,Artist Agency,Artist Studio,Arts and Creative Instruction,Association or Society,Beauty Services,Bed and Breakfast,Bingo Hall / Casino / Horse Racing,Brokerage Services,Building Repair and Maintenance,Business - Vocational Instruction,Business Support Services,Cannabis Licence Application,Caterer,Consulting and Management Services,Creative Products Manufacturer,Design Services,Digital Entertainment and Interactive Technology,Entertainment Facility,Exhibition Centre,Financial Institution,Financial Services,Fitness Centre,Food Manufacturer Assembler and Processor,Food Market,Forestry Services,Gas Station,General Contractor,General Repair and Maintenance,Grocery Store,Hall / Spectator Sports Venue,Health Care Facility,Health Care Professionals and Services,Health Enhancement Services,Hotel or Motel,Information Communication Technology,Insurance Services,Laboratory Services,Laundry Services,Legal Services,Limited Service Food Establishment,Liquor Establishment,Liquor License Application,Liquor Retail Store,Logistics Services,Long-term Rental,Marina Operator,Marine Service Station,Marketing Public Relations Advertising and Event Promotion Services,Mining Services,Money Services,Non-Food Manufacturer Assembler and Processor,Oil Gas and Other Fuels,Parking Area / Garage,Personal Services,Pharmacy,Photography Production and Rehearsal Studio,Printing Imaging and Photo Services,Private School or College,Publishing and Journalism Services,Real Estate Services,Recycling and Resource Recovery Services,Rental Services,Restaurant,Retail Dealer,Retail Dealer - Cannabis,Retail Dealer - Food,Retail Dealer - Used Goods,Security Services,Short-term Rental Operator,Soliciting For Charity,Special Events,Sport and Fitness Instruction,Street Vendor,Temp Liquor Licence Amendment,Temporary Filming Company,Theatre,Tourism Services,Trade Contractor,Transportation and Support Services,Urban Farm Class A,Urban Farm Class B,Vehicle Repair Detailing and Washing Services,Venue,Warehouse Operator - Food,Warehouse Operator - Non-Food,Waste Collection and Hauling Services,Wholesale Dealer - Food,Wholesale Dealer - Non-Food
Marpole,0.0,0.0,0.0,0.33356741573033705,0.9480337078651686,0.45646067415730335,0.0,0.21067415730337077,0.2633426966292135,1.053370786516854,1.5976123595505618,0.10533707865168539,0.0,0.5091292134831461,1.0709269662921348,0.21067415730337077,1.7907303370786516,0.0,0.6671348314606741,2.984550561797753,0.0175561797752809,0.4389044943820225,0.35112359550561795,0.05266853932584269,0.0,0.5617977528089888,2.106741573033708,0.08778089887640449,1.2816011235955056,0.0,0.0,0.24578651685393257,6.84691011235955,0.24578651685393257,0.10533707865168539,0.0,0.4740168539325843,7.02247191011236,0.35112359550561795,0.10533707865168539,1.2640449438202246,0.6846910112359551,0.7198033707865169,0.12289325842696629,0.877808988764045,1.8609550561797754,0.17556179775280897,0.0351123595505618,0.15800561797752807,0.2808988764044944,30.86376404494382,0.0,0.0,0.24578651685393257,0.0,0.15800561797752807,2.773876404494382,0.0,0.35112359550561795,0.15800561797752807,0.21067415730337077,0.5793539325842697,0.22823033707865167,0.15800561797752807,0.05266853932584269,1.7205056179775282,0.10533707865168539,0.38623595505617975,1.6327247191011238,3.581460674157303,0.10533707865168539,1.1587078651685394,0.12289325842696629,0.21067415730337077,5.07373595505618,0.0175561797752809,0.05266853932584269,0.31601123595505615,0.526685393258427,0.0175561797752809,0.0,0.10533707865168539,0.5793539325842697,1.6151685393258428,0.0175561797752809,0.0,0.0,3.125,0.05266853932584269,0.08778089887640449,0.42134831460674155,0.0,0.7549157303370787,3.7570224719101124
Mount Pleasant,0.009534706331045004,0.0,0.0,0.5148741418764302,1.2109077040427154,0.4576659038901602,0.057208237986270026,0.7818459191456903,0.5625476735316552,1.5255530129672006,3.012967200610221,0.12395118230358504,0.028604118993135013,0.09534706331045004,0.6578947368421052,0.19069412662090007,2.0976353928299005,0.009534706331045004,0.18115942028985507,3.2418001525553013,0.028604118993135013,0.8962623951182305,0.5720823798627002,0.06674294431731503,0.0,0.2383676582761251,0.9153318077803204,0.5720823798627002,1.1250953470633105,0.057208237986270026,0.0,0.14302059496567504,3.5945842868039666,0.4099923722349351,0.17162471395881007,0.028604118993135013,0.5625476735316552,8.342868039664378,0.36231884057971014,0.028604118993135013,1.7543859649122806,0.2574370709382151,0.6102212051868803,0.14302059496567504,0.6578947368421052,2.278794813119756,0.26697177726926014,0.10488176964149505,0.2765064836003051,0.2955758962623951,30.024790236460717,0.0,0.0,0.6292906178489702,0.028604118993135013,0.3718535469107552,1.6304347826086956,0.0,0.9153318077803204,0.4195270785659802,0.21929824561403508,2.440884820747521,0.33371472158657517,0.0,0.14302059496567504,0.9534706331045004,0.057208237986270026,0.33371472158657517,3.6327231121281467,4.757818459191457,0.20022883295194507,1.1441647597254003,0.5816170861937453,0.10488176964149505,4.576659038901601,0.01906941266209001,0.7913806254767354,0.4767353165522502,0.10488176964149505,0.32418001525553014,0.0,0.028604118993135013,0.30511060259344014,0.9153318077803204,0.01906941266209001,0.0,0.03813882532418002,1.0202135774218155,0.028604118993135013,0.08581235697940504,0.11441647597254005,0.028604118993135013,0.26697177726926014,2.4122807017543857
Oakridge,0.0,0.0,0.0,0.17251293847038526,0.46003450258769407,0.3450258769407705,0.28752156411730884,0.0,0.46003450258769407,1.3225991949396205,1.6676250718803909,0.17251293847038526,0.0,0.28752156411730884,0.9200690051753881,0.17251293847038526,1.4951121334100057,0.0,0.0,2.4726854514088554,0.0,0.4025301897642324,0.17251293847038526,0.0,0.0,0.3450258769407705,1.3225991949396205,0.05750431282346176,0.0,0.0,0.0,0.3450258769407705,9.603220241518114,0.28752156411730884,0.0,0.0,0.6325474410580794,10.638297872340425,0.3450258769407705,0.0,0.46003450258769407,0.3450258769407705,0.0,0.0,0.46003450258769407,2.760207015526164,0.05750431282346176,0.05750431282346176,0.17251293847038526,0.3450258769407705,36.285221391604374,0.0,0.0,0.17251293847038526,0.0,0.23001725129384704,0.0,0.0,0.5750431282346177,0.5750431282346177,0.46003450258769407,0.3450258769407705,0.11500862564692352,0.46003450258769407,0.0,1.207590569292697,0.0,0.3450258769407705,1.2650948821161587,5.117883841288096,0.0,0.7475560667050029,0.0,0.0,9.315698677400805,0.0,0.0,0.5175388154111558,0.0,0.0,0.0,0.0,0.11500862564692352,2.070155261644623,0.17251293847038526,0.0,0.0,0.23001725129384704,0.0,0.0,0.0,0.17251293847038526,0.17251293847038526,0.28752156411730884
Out of Town,0.0,0.0,0.0,0.4423113118765293,2.2115565593826463,0.4705439488048184,0.03764351590438547,0.0,0.3105590062111801,0.4987765857331075,0.36702428006775834,0.0,0.0,0.2352719744024092,3.482025221155656,0.27291549030679463,1.3269339356295877,0.0,0.2258610954263128,3.8490495012234143,0.009410878976096368,0.922266139657444,0.10351966873706005,0.0,0.0,0.0,0.21645021645021645,0.0,0.0,0.0,0.0282326369282891,0.0,38.829286655373615,1.0069640504423114,0.0,0.0,0.0,2.587991718426501,0.13175230566534915,0.0,1.5810276679841897,0.0282326369282891,0.0,0.0282326369282891,0.06587615283267458,0.009410878976096368,0.0,0.0,0.0,0.6022962544701675,0.0,0.0,0.009410878976096368,0.6022962544701675,0.018821757952192736,0.018821757952192736,0.03764351590438547,0.0,0.0,1.0634293242988897,0.0,0.461133069828722,0.0282326369282891,0.0,0.08469791078486731,1.308112177677395,0.16939582156973462,0.8093355919442876,0.0,1.251646903820817,0.0,0.08469791078486731,0.0,1.025785808394504,0.0,0.018821757952192736,0.018821757952192736,0.9693205345379258,1.3175230566534915,0.0,2.475061170713345,0.0,0.3011481272350838,26.26576322228496,0.18821757952192736,0.0,0.0,0.2070393374741201,0.0,0.0,0.0,0.5270092226613966,0.08469791078486731,0.7716920760399021
Renfrew-Collingwood,0.0,0.0,0.0,0.32702971704820133,0.8957770510450732,0.7251528508460117,0.0,0.0,0.8673396843452296,1.4218683349921797,2.2607706526375657,0.0,0.0,0.14218683349921798,1.706242001990616,0.12796815014929616,1.834210152139912,0.014218683349921797,0.09953078344945257,2.2892080193374094,0.05687473339968719,0.2559363002985923,0.28437366699843597,0.07109341674960899,0.0,0.3128110336982795,1.4218683349921797,0.213280250248827,0.09953078344945257,0.0,0.0,0.213280250248827,8.289492393004409,1.0237452011943693,0.17062420019906158,0.042656050049765394,0.8815583676951514,9.483861794397837,0.625622067396559,0.08531210009953079,0.981089151144604,0.3128110336982795,0.07109341674960899,0.2559363002985923,0.7109341674960898,2.3318640693871746,0.042656050049765394,0.0,0.08531210009953079,0.29859235034835774,31.451727570027018,0.0,0.0,0.18484288354898337,0.0,0.29859235034835774,0.17062420019906158,0.0,0.22749893359874876,0.6540594340964027,0.3839044504478885,0.853121000995308,0.09953078344945257,0.213280250248827,0.07109341674960899,0.8815583676951514,0.028437366699843595,0.213280250248827,2.502488269586236,3.8532631878288073,0.19906156689890514,1.6351485852410068,0.05687473339968719,0.07109341674960899,7.948243992606285,0.0,0.4123418171477321,0.34124840039812315,0.08531210009953079,0.0,0.07109341674960899,0.0,0.3839044504478885,3.000142186833499,0.08531210009953079,0.0,0.0,0.4407791838475757,0.0,0.0,0.12796815014929616,0.15640551684913975,0.3981231337978103,1.1659320346935873
Riley Park,0.018563207722294413,0.0,0.0,0.6311490625580101,0.8910339706701319,0.9095971783924262,0.0,0.0,0.18563207722294411,0.6125858548357156,2.9886764432894006,0.2598849081121218,0.0,0.1670688695006497,0.48264340077965473,0.1299424540560609,0.5754594393911269,0.0,0.1299424540560609,1.9491368108409135,0.018563207722294413,1.1694820865045479,0.1485056617783553,0.0,0.0,0.44551698533506595,1.3922405791720809,0.44551698533506595,0.0,0.0,0.0,0.0,3.991089660293299,0.5197698162242436,0.055689623166883244,0.1670688695006497,0.8353443475032486,13.12418785966215,0.22275849266753298,0.0,0.48264340077965473,0.7610915166140709,0.0,0.1670688695006497,0.38982736216818265,2.6545387042881012,0.27844811583441614,0.055689623166883244,0.1670688695006497,0.1485056617783553,31.92871728234639,0.0,0.0,0.4269537776127714,0.0,0.11137924633376649,0.03712641544458883,0.0,0.2598849081121218,0.5197698162242436,0.5754594393911269,0.1670688695006497,0.03712641544458883,0.055689623166883244,0.055689623166883244,0.946723593837015,0.055689623166883244,0.09281603861147206,4.380917022461482,6.515685910525339,0.20419528494523853,1.1694820865045479,0.7425283088917765,0.1485056617783553,10.525338778540933,0.0,0.0,0.6682754780025988,0.22275849266753298,0.18563207722294411,0.0,0.055689623166883244,0.20419528494523853,1.1137924633376646,0.055689623166883244,0.0,0.0,0.35270094672359387,0.03712641544458883,0.0,0.0,0.0,0.1670688695006497,0.40839056989047706
Shaughnessy,0.0,0.0,0.0,0.5371530886302597,0.17905102954341987,1.2533572068039391,0.26857654431512984,0.0,0.26857654431512984,1.342882721575649,1.0743061772605194,0.26857654431512984,0.0,0.35810205908683973,0.35810205908683973,0.26857654431512984,1.0743061772605194,0.0,0.0,2.5067144136078783,0.08952551477170993,0.9847806624888094,0.4476275738585497,0.0,0.0,0.5371530886302597,2.5067144136078783,0.17905102954341987,0.0,0.0,0.0,0.5371530886302597,9.489704565801253,0.26857654431512984,0.0,0.0,0.8952551477170994,6.266786034019696,0.35810205908683973,0.0,0.9847806624888094,0.0,0.0,0.0,1.1638316920322291,0.8952551477170994,0.26857654431512984,0.0,0.0,0.0,35.899731423455684,0.0,0.0,0.26857654431512984,0.0,0.26857654431512984,0.0,0.0,0.17905102954341987,0.08952551477170993,0.0,0.17905102954341987,0.0,1.0743061772605194,0.08952551477170993,3.222918531781558,0.0,0.0,2.4171888988361685,2.1486123545210387,0.0,1.0743061772605194,0.26857654431512984,0.0,13.249776186213072,0.0,0.35810205908683973,0.08952551477170993,0.0,0.0,0.0,0.0,0.5371530886302597,0.4476275738585497,0.5371530886302597,0.0,0.0,0.26857654431512984,0.0,0.0,0.0,0.0,0.35810205908683973,1.342882721575649
South Cambie,0.0564652738565782,0.0,0.0,1.129305477131564,0.282326369282891,0.5081874647092038,0.0,0.0,0.564652738565782,0.9034443817052512,1.355166572557877,0.33879164313946925,0.0,0.0564652738565782,0.564652738565782,0.33879164313946925,0.6775832862789385,0.0,0.0,3.9525691699604746,0.1129305477131564,0.6211180124223602,0.564652738565782,0.0,0.0,0.6775832862789385,0.6775832862789385,0.0,0.0,0.0,0.0,0.33879164313946925,4.968944099378882,0.0,0.33879164313946925,0.0,1.0728402032749857,8.526256352343308,1.2422360248447204,0.0,0.7905138339920948,0.6775832862789385,0.0,0.33879164313946925,0.4517221908526256,2.8232636928289105,0.1129305477131564,0.0564652738565782,0.5081874647092038,0.282326369282891,46.35798983625071,0.0,0.0,0.33879164313946925,0.0,0.1129305477131564,0.0564652738565782,0.0,0.7340485601355167,0.0,0.33879164313946925,0.33879164313946925,0.0,0.16939582156973462,0.0,1.0163749294184077,0.16939582156973462,0.33879164313946925,2.6538678712591754,2.3150762281197066,0.16939582156973462,0.564652738565782,0.0,0.0,6.041784302653868,0.0,0.0564652738565782,0.33879164313946925,0.0,0.0,0.0,0.0,0.2258610954263128,1.4116318464144553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258610954263128,0.1129305477131564
Strathcona,0.0,0.0,0.0,0.23278370514064015,0.9505334626576138,0.4655674102812803,0.019398642095053344,1.8040737148399613,0.09699321047526674,4.75266731328807,1.4354995150339476,0.0,0.0,1.8234723569350144,0.44616876818622697,0.620756547041707,1.9204655674102813,0.019398642095053344,2.9291949563530553,1.4936954413191077,0.3103782735208535,1.0475266731328807,0.15518913676042675,0.0,0.0,0.19398642095053348,0.23278370514064015,0.6789524733268671,4.849660523763336,0.0,0.0,0.058195926285160036,2.2114451988360813,0.38797284190106696,0.0,0.21338506304558683,0.504364694471387,2.7158098933074686,0.21338506304558683,0.1357904946653734,1.1639185257032008,0.03879728419010669,0.8147429679922406,0.1745877788554801,0.1745877788554801,1.8622696411251212,0.504364694471387,0.1357904946653734,0.38797284190106696,0.2521823472356935,15.053346265761396,0.0,0.0,0.15518913676042675,0.0,0.07759456838021338,4.8884578079534435,0.0,0.7953443258971873,0.1745877788554801,0.562560620756547,1.571290009699321,0.4849660523763337,0.11639185257032007,0.058195926285160036,0.4073714839961203,0.09699321047526674,0.42677012609117365,3.433559650824442,5.489815712900097,0.03879728419010669,4.267701260911736,0.3685741998060136,0.09699321047526674,6.634335596508246,0.058195926285160036,0.9117361784675072,0.11639185257032007,2.7740058195926283,0.1745877788554801,0.0,0.058195926285160036,0.058195926285160036,1.454898157129001,0.1745877788554801,0.0,0.0,2.7352085354025215,0.11639185257032007,0.09699321047526674,0.7177497575169738,0.2521823472356935,1.939864209505335,4.7332686711930165
Sunset,0.0,0.0,0.0,0.39215686274509803,0.14705882352941177,0.4411764705882353,0.0,0.0326797385620915,0.49019607843137253,0.3104575163398693,1.7810457516339868,0.049019607843137254,0.0,0.16339869281045752,2.843137254901961,0.16339869281045752,0.8660130718954249,0.0,0.19607843137254902,1.0947712418300652,0.0,0.3758169934640523,0.065359477124183,0.0,0.0,0.5065359477124183,0.9150326797385622,0.14705882352941177,1.3071895424836601,0.0,0.0,0.3431372549019608,11.87908496732026,0.7352941176470588,0.09803921568627451,0.09803921568627451,0.7843137254901961,6.73202614379085,0.09803921568627451,0.0,0.7189542483660131,0.40849673202614384,0.065359477124183,0.11437908496732027,0.40849673202614384,2.549019607843137,0.049019607843137254,0.0,0.16339869281045752,0.7026143790849674,28.660130718954246,0.0,0.0,0.16339869281045752,0.0,0.22875816993464054,1.8300653594771243,0.0,0.7679738562091503,0.9477124183006536,0.5392156862745098,0.5555555555555556,0.5065359477124183,0.0,0.0,0.49019607843137253,0.09803921568627451,0.40849673202614384,1.9281045751633987,4.281045751633987,0.261437908496732,1.8300653594771243,0.049019607843137254,0.24509803921568626,6.062091503267974,0.0,0.22875816993464054,0.11437908496732027,0.22875816993464054,0.0,0.0,0.0,0.40849673202614384,3.9542483660130716,0.130718954248366,0.0,0.0,1.6666666666666667,0.0,0.14705882352941177,0.5065359477124183,0.35947712418300654,0.8169934640522877,3.349673202614379
Victoria-Fraserview,0.0,0.0,0.0,0.7038123167155426,0.46920821114369504,0.26392961876832843,0.02932551319648094,0.0,0.3225806451612903,0.41055718475073316,2.8152492668621703,0.05865102639296188,0.0,0.1466275659824047,2.903225806451613,0.02932551319648094,0.6451612903225806,0.02932551319648094,0.0,1.4956011730205279,0.0,0.20527859237536658,0.2932551319648094,0.0,0.0,0.3519061583577713,0.8797653958944283,0.08797653958944282,0.3225806451612903,0.0,0.0,0.3519061583577713,12.52199413489736,0.43988269794721413,0.0,0.0,1.1436950146627565,8.797653958944283,0.17595307917888564,0.0,0.1466275659824047,0.3519061583577713,0.0,0.05865102639296188,0.3519061583577713,2.6099706744868034,0.0,0.0,0.17595307917888564,0.6744868035190617,30.762463343108504,0.0,0.0,0.1466275659824047,0.0,0.3519061583577713,0.5865102639296188,0.0,0.0,0.43988269794721413,0.498533724340176,0.17595307917888564,0.08797653958944282,0.05865102639296188,0.0,1.0850439882697949,0.0,0.2932551319648094,1.7302052785923756,4.134897360703812,0.2932551319648094,2.346041055718475,0.1466275659824047,0.1466275659824047,9.853372434017595,0.0,0.0,0.41055718475073316,0.17595307917888564,0.0,0.0,0.0,0.7331378299120235,2.961876832844575,0.08797653958944282,0.0,0.0,0.3812316715542522,0.0,0.0,0.0,0.08797653958944282,0.498533724340176,1.2609970674486803
West End,0.011296882060551289,0.0,0.0,0.5422503389064619,0.9263443289652056,0.8359692724807953,0.13556258472661548,0.0,0.3727971079981925,0.824672390420244,2.3045639403524625,0.13556258472661548,0.0,0.4744690465431541,1.0845006778129238,0.27112516945323095,2.6095797559873475,0.0,0.05648441030275644,3.694080433800271,0.0,0.8020786262991414,0.587437867148667,0.022593764121102578,0.03389064618165387,0.4066877541798464,1.9317668323542703,0.15815634884771804,0.03389064618165387,0.0,0.0,0.03389064618165387,3.4794396746497966,0.36150022593764125,0.27112516945323095,0.03389064618165387,0.22593764121102575,4.835065521915951,0.3389064618165386,0.5648441030275644,1.2878445549028468,0.1920469950293719,0.03389064618165387,0.23723452327157704,4.338002711251695,3.298689561680976,0.8585630366018979,0.23723452327157704,0.3050158156348848,0.24853140533212834,33.427474017171264,0.0,0.0,0.6326253953908721,0.7342973339358337,0.5309534568459106,0.0,0.0,1.7849073655671035,0.8698599186624492,0.1920469950293719,0.4857659286037054,0.06778129236330774,0.13556258472661548,0.07907817442385902,1.683235427022142,0.0,0.5648441030275644,6.913691821057388,5.569362855851785,0.27112516945323095,1.4234071396294623,0.22593764121102575,0.045187528242205156,1.457297785811116,0.0,0.022593764121102578,0.4518752824220515,0.3050158156348848,0.49706281066425667,0.0,0.0,0.42928151830094896,0.9263443289652056,0.07907817442385902,0.06778129236330774,0.0,0.12426570266606417,0.0,0.0,0.0,0.0,0.1016719385449616,0.4631721644826028
West Point Grey,0.0,0.0,0.0,1.0248901903367496,0.4880429477794046,0.634455832113226,0.0,0.0,1.5129331381161544,0.29282576866764276,2.977061981454368,0.29282576866764276,0.0,0.14641288433382138,0.19521717911176184,0.5856515373352855,0.9272816007808687,0.0,0.14641288433382138,3.6603221083455346,0.0,0.5856515373352855,0.43923865300146414,0.0,0.0,0.634455832113226,0.9760858955588092,1.2201073694485114,0.0,0.0,0.0,0.14641288433382138,5.124450951683748,0.5856515373352855,0.14641288433382138,0.0,0.3416300634455832,7.808687164470474,0.43923865300146414,0.0,0.43923865300146414,0.43923865300146414,0.14641288433382138,0.29282576866764276,0.3416300634455832,2.440214738897023,0.0,0.0,0.29282576866764276,0.14641288433382138,34.2606149341142,0.0,0.0,0.14641288433382138,0.0,0.04880429477794046,0.2440214738897023,0.0,0.9272816007808687,0.43923865300146414,0.5856515373352855,0.19521717911176184,0.0,0.29282576866764276,0.14641288433382138,0.9272816007808687,0.0,0.6832601268911664,3.4163006344558324,6.002928257686676,0.14641288433382138,0.9760858955588092,0.2440214738897023,0.0,11.810639336261591,0.0,0.0,0.9272816007808687,0.0,0.0,0.0,0.0,0.5856515373352855,0.634455832113226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14641288433382138,0.19521717911176184,0.14641288433382138
